,Rk,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Passes_in_Gameflow,Passes_Out_of_Gameflow,Freekick,Throughball,40_yds_pass,Crosses,Corner_Kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_Offside,Passes_Blocked,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,League,cluster_tackel,cluster_anticipation,cluster_pass,cluster_possesion
133,134,Kiernan Dewsbury-Hall,ENG,MF,MF,Leicester City,23,1998,53.0,29.0,14.0,34.0,5.0,19.0,47.0,40.4,28.0,55.0,13.0,42.0,28.0,81.0,21.0,0.0,872.0,1154.0,75.6,14495.0,3746.0,448.0,526.0,85.2,311.0,389.0,79.9,84.0,161.0,52.2,2.0,3.3,2.6,-1.2999999999999998,39.0,111.0,23.0,4.0,132.0,1120.0,24.0,9.0,9.0,20.0,46.0,7.0,7.0,0.0,0.0,10.0,26.0,1490.0,48.0,278.0,795.0,443.0,50.0,1490.0,74.0,40.0,54.1,26.0,35.1,5218.0,2559.0,36.0,16.0,73.0,32.0,1038.0,91.0,78.0,3.04,61.0,0.0,8.0,2.0,5.0,2.0,9.0,0.35,6.0,0.0,1.0,0.0,1.0,1.0,EPL,1,2,1,3
134,135,Ibrahima Diallo,FR,MF,MF,Southampton,23,1999,25.0,15.0,14.0,10.0,1.0,8.0,14.0,57.1,6.0,11.0,1.0,10.0,6.0,31.0,11.0,0.0,317.0,402.0,78.9,4768.0,1064.0,181.0,206.0,87.9,112.0,139.0,80.6,16.0,34.0,47.1,0.0,0.1,0.1,-0.1,4.0,24.0,2.0,0.0,28.0,395.0,7.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,499.0,18.0,128.0,308.0,74.0,4.0,499.0,13.0,8.0,61.5,5.0,38.5,1445.0,710.0,4.0,0.0,16.0,9.0,294.0,6.0,10.0,1.1,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
142,143,Matt Doherty,IE,DF,MF,Tottenham,30,1992,16.0,10.0,12.0,3.0,1.0,8.0,10.0,80.0,2.0,11.0,6.0,5.0,8.0,24.0,14.0,1.0,329.0,408.0,80.6,4896.0,1222.0,190.0,204.0,93.1,107.0,137.0,78.1,18.0,35.0,51.4,0.0,0.3,0.3,-0.3,6.0,14.0,5.0,3.0,20.0,345.0,61.0,2.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,2.0,8.0,500.0,27.0,144.0,184.0,172.0,24.0,500.0,12.0,5.0,41.7,4.0,33.3,953.0,443.0,5.0,2.0,12.0,3.0,306.0,57.0,18.0,2.43,13.0,0.0,2.0,2.0,1.0,0.0,3.0,0.41,2.0,0.0,0.0,1.0,0.0,0.0,EPL,1,1,2,1
144,145,Abdoulaye Doucouré,ML,MF,MF,Everton,29,1993,31.0,20.0,9.0,15.0,7.0,12.0,37.0,32.4,25.0,26.0,3.0,23.0,13.0,44.0,11.0,0.0,430.0,548.0,78.5,5637.0,1333.0,262.0,317.0,82.6,140.0,170.0,82.4,7.0,13.0,53.8,2.0,2.2,1.4,-0.2000000000000001,22.0,29.0,10.0,0.0,38.0,530.0,16.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,14.0,713.0,18.0,156.0,327.0,242.0,45.0,713.0,33.0,20.0,60.6,11.0,33.3,1689.0,896.0,16.0,7.0,27.0,13.0,440.0,66.0,45.0,2.65,38.0,0.0,3.0,2.0,0.0,2.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,2
145,146,Cheick Doucouré,ML,MF,MF,Crystal Palace,22,2000,77.0,46.0,40.0,33.0,4.0,29.0,52.0,55.8,23.0,47.0,13.0,34.0,56.0,133.0,48.0,0.0,1038.0,1247.0,83.2,17432.0,5352.0,478.0,535.0,89.3,460.0,530.0,86.8,75.0,104.0,72.1,3.0,1.9,1.2,1.1,26.0,110.0,11.0,1.0,140.0,1229.0,16.0,16.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,30.0,1577.0,94.0,444.0,894.0,255.0,15.0,1577.0,21.0,15.0,71.4,6.0,28.6,3761.0,1761.0,25.0,1.0,28.0,20.0,884.0,17.0,61.0,1.98,48.0,0.0,2.0,5.0,2.0,4.0,6.0,0.2,4.0,0.0,0.0,1.0,0.0,1.0,EPL,2,2,1,2
146,147,Flynn Downes,ENG,MF,MF,West Ham,23,1999,16.0,9.0,4.0,10.0,2.0,6.0,12.0,50.0,6.0,15.0,2.0,13.0,7.0,23.0,6.0,0.0,289.0,331.0,87.3,4062.0,921.0,183.0,194.0,94.3,86.0,97.0,88.7,10.0,14.0,71.4,0.0,0.1,0.1,-0.1,2.0,25.0,1.0,0.0,22.0,323.0,7.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,405.0,14.0,74.0,265.0,68.0,5.0,405.0,2.0,1.0,50.0,0.0,0.0,1041.0,364.0,5.0,1.0,11.0,6.0,276.0,11.0,13.0,1.54,8.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
147,148,Kami Doyle,ENG,MF,MF,Southampton,16,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,74.0,0.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,3.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,100.0,12.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
159,160,Mohamed Elneny,EG,MF,MF,Arsenal,30,1992,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,60.0,95.0,1031.0,224.0,23.0,23.0,100.0,27.0,29.0,93.1,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,58.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,2.0,11.0,42.0,11.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,134.0,37.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
162,163,Christian Eriksen,DK,MF,MF,Manchester Utd,30,1992,22.0,18.0,10.0,7.0,5.0,10.0,32.0,31.3,22.0,23.0,9.0,14.0,11.0,33.0,20.0,1.0,1203.0,1485.0,81.0,19681.0,6193.0,629.0,700.0,89.9,429.0,502.0,85.5,105.0,198.0,53.0,8.0,4.2,3.4,3.8,36.0,149.0,27.0,5.0,164.0,1373.0,106.0,32.0,9.0,20.0,81.0,62.0,27.0,16.0,2.0,6.0,28.0,1644.0,43.0,269.0,914.0,465.0,35.0,1644.0,17.0,8.0,47.1,9.0,52.9,3499.0,1756.0,24.0,3.0,24.0,19.0,1220.0,66.0,71.0,3.12,50.0,17.0,1.0,3.0,0.0,0.0,9.0,0.4,6.0,3.0,0.0,0.0,0.0,0.0,EPL,1,1,1,2
167,168,Fabinho,BR,MF,MF,Liverpool,28,1993,65.0,38.0,18.0,40.0,7.0,24.0,62.0,38.7,38.0,38.0,11.0,27.0,37.0,102.0,40.0,0.0,1617.0,1832.0,88.3,26192.0,6163.0,817.0,882.0,92.6,627.0,680.0,92.2,125.0,180.0,69.4,2.0,2.1,1.9,-0.1,17.0,131.0,17.0,0.0,161.0,1789.0,38.0,31.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,18.0,2092.0,83.0,456.0,1314.0,325.0,21.0,2092.0,15.0,7.0,46.7,4.0,26.7,4669.0,1913.0,28.0,1.0,17.0,12.0,1493.0,39.0,55.0,1.85,49.0,0.0,0.0,1.0,2.0,3.0,8.0,0.27,7.0,0.0,0.0,0.0,1.0,0.0,EPL,1,2,1,2
173,174,Enzo Fernández,AR,MF,MF,Chelsea,21,2001,45.0,27.0,25.0,17.0,3.0,21.0,56.0,37.5,35.0,32.0,2.0,30.0,16.0,61.0,12.0,1.0,1269.0,1440.0,88.1,24396.0,7284.0,504.0,549.0,91.8,546.0,604.0,90.4,193.0,240.0,80.4,2.0,2.4,2.7,-0.3999999999999999,20.0,164.0,25.0,0.0,168.0,1381.0,56.0,51.0,11.0,17.0,14.0,3.0,1.0,1.0,0.0,3.0,13.0,1616.0,45.0,351.0,1000.0,280.0,9.0,1616.0,32.0,17.0,53.1,13.0,40.6,4757.0,2023.0,28.0,1.0,25.0,13.0,1257.0,18.0,59.0,3.43,49.0,6.0,0.0,2.0,2.0,0.0,6.0,0.35,6.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,1,2
180,181,Adam Forshaw,ENG,MF,MF,Leeds United,30,1991,12.0,9.0,5.0,7.0,0.0,7.0,17.0,41.2,10.0,9.0,1.0,8.0,4.0,16.0,2.0,0.0,196.0,244.0,80.3,3318.0,1127.0,102.0,111.0,91.9,59.0,67.0,88.1,28.0,51.0,54.9,0.0,0.9,0.6,-0.9,8.0,30.0,4.0,2.0,33.0,222.0,22.0,7.0,0.0,2.0,20.0,9.0,6.0,2.0,0.0,0.0,4.0,293.0,7.0,64.0,171.0,62.0,1.0,293.0,11.0,8.0,72.7,3.0,27.3,1085.0,360.0,8.0,0.0,6.0,8.0,186.0,7.0,16.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
184,185,Fred,BR,MF,MF,Manchester Utd,29,1993,47.0,30.0,24.0,20.0,3.0,15.0,38.0,39.5,23.0,38.0,2.0,36.0,19.0,66.0,19.0,0.0,618.0,781.0,79.1,9392.0,2767.0,344.0,398.0,86.4,197.0,234.0,84.2,48.0,77.0,62.3,2.0,2.9,1.8,-0.8999999999999999,30.0,65.0,11.0,2.0,76.0,761.0,16.0,9.0,7.0,1.0,14.0,3.0,0.0,1.0,0.0,4.0,26.0,999.0,38.0,250.0,483.0,279.0,37.0,999.0,32.0,12.0,37.5,15.0,46.9,2158.0,1034.0,17.0,3.0,26.0,16.0,614.0,50.0,59.0,4.25,49.0,0.0,1.0,4.0,3.0,2.0,4.0,0.29,3.0,0.0,0.0,1.0,0.0,0.0,EPL,1,1,2,2
186,187,Remo Freuler,CH,MF,MF,Nott'ham Forest,30,1992,43.0,23.0,23.0,15.0,5.0,19.0,43.0,44.2,24.0,36.0,9.0,27.0,29.0,72.0,45.0,0.0,664.0,836.0,79.4,9828.0,3216.0,371.0,429.0,86.5,238.0,285.0,83.5,30.0,66.0,45.5,0.0,0.8,0.7,-0.8,12.0,47.0,6.0,3.0,54.0,812.0,23.0,20.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,17.0,1058.0,71.0,360.0,537.0,167.0,13.0,1058.0,12.0,6.0,50.0,4.0,33.3,2192.0,959.0,11.0,0.0,20.0,8.0,557.0,11.0,29.0,1.21,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,2,2,1
188,189,Conor Gallagher,ENG,MF,MF,Chelsea,22,2000,46.0,33.0,17.0,19.0,10.0,10.0,37.0,27.0,27.0,41.0,10.0,31.0,23.0,69.0,18.0,1.0,706.0,871.0,81.1,10444.0,2483.0,399.0,447.0,89.3,243.0,290.0,83.8,32.0,58.0,55.2,1.0,2.3,1.7,-1.2999999999999998,21.0,67.0,20.0,5.0,105.0,818.0,50.0,13.0,1.0,6.0,49.0,21.0,9.0,7.0,0.0,3.0,29.0,1134.0,32.0,198.0,529.0,421.0,59.0,1134.0,54.0,23.0,42.6,23.0,42.6,3519.0,1391.0,40.0,12.0,36.0,36.0,778.0,104.0,47.0,2.61,34.0,4.0,4.0,2.0,2.0,1.0,3.0,0.17,2.0,0.0,1.0,0.0,0.0,0.0,EPL,1,2,2,2
189,190,Idrissa Gana Gueye,SN,MF,MF,Everton,32,1989,97.0,57.0,49.0,35.0,13.0,31.0,60.0,51.7,29.0,50.0,12.0,38.0,56.0,153.0,34.0,3.0,1025.0,1226.0,83.6,16238.0,4278.0,525.0,583.0,90.1,419.0,476.0,88.0,57.0,105.0,54.3,1.0,1.1,0.8,-0.1,12.0,111.0,5.0,0.0,98.0,1205.0,17.0,13.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,4.0,23.0,1563.0,77.0,451.0,893.0,237.0,11.0,1563.0,35.0,19.0,54.3,9.0,25.7,3942.0,1829.0,26.0,3.0,31.0,18.0,845.0,19.0,51.0,1.78,36.0,0.0,1.0,2.0,7.0,5.0,3.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,EPL,2,2,1,2
191,192,James Garner,ENG,MF,DF,Everton,21,2001,16.0,13.0,4.0,8.0,4.0,9.0,19.0,47.4,10.0,9.0,1.0,8.0,12.0,28.0,13.0,0.0,256.0,353.0,72.5,4066.0,1400.0,131.0,152.0,86.2,99.0,124.0,79.8,16.0,50.0,32.0,1.0,0.5,0.5,0.5,7.0,22.0,6.0,2.0,33.0,310.0,41.0,6.0,0.0,2.0,37.0,17.0,15.0,2.0,0.0,2.0,9.0,441.0,22.0,97.0,201.0,150.0,9.0,441.0,14.0,7.0,50.0,6.0,42.9,1185.0,564.0,9.0,1.0,11.0,3.0,225.0,18.0,19.0,2.13,13.0,3.0,1.0,1.0,1.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
198,199,Billy Gilmour,SCT,MF,MF,Brighton,21,2001,5.0,2.0,2.0,2.0,1.0,2.0,8.0,25.0,6.0,5.0,2.0,3.0,6.0,11.0,5.0,0.0,364.0,408.0,89.2,5781.0,1399.0,188.0,205.0,91.7,144.0,152.0,94.7,26.0,37.0,70.3,1.0,0.2,0.8,0.8,2.0,30.0,6.0,0.0,35.0,403.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,453.0,15.0,112.0,276.0,71.0,4.0,453.0,6.0,2.0,33.3,2.0,33.3,1157.0,583.0,8.0,1.0,6.0,5.0,350.0,4.0,14.0,2.48,12.0,0.0,0.0,0.0,1.0,1.0,3.0,0.53,3.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
201,202,João Gomes,BR,MF,MF,Wolves,21,2001,29.0,13.0,14.0,14.0,1.0,13.0,23.0,56.5,10.0,12.0,3.0,9.0,4.0,33.0,11.0,0.0,250.0,322.0,77.6,3832.0,878.0,138.0,159.0,86.8,91.0,121.0,75.2,14.0,24.0,58.3,0.0,0.2,0.1,-0.2,5.0,18.0,0.0,0.0,19.0,307.0,14.0,11.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,9.0,409.0,19.0,118.0,212.0,80.0,5.0,409.0,19.0,8.0,42.1,7.0,36.8,922.0,416.0,6.0,1.0,7.0,5.0,223.0,8.0,14.0,1.93,9.0,0.0,1.0,2.0,2.0,0.0,2.0,0.28,1.0,0.0,0.0,1.0,0.0,0.0,EPL,1,1,2,1
204,205,Sergio Gómez,ES,DF,MF,Manchester City,21,2000,9.0,4.0,6.0,1.0,2.0,5.0,8.0,62.5,3.0,5.0,3.0,2.0,2.0,11.0,9.0,1.0,279.0,317.0,88.0,4074.0,977.0,154.0,165.0,93.3,105.0,114.0,92.1,11.0,17.0,64.7,1.0,1.2,1.1,-0.1999999999999999,5.0,24.0,3.0,0.0,18.0,287.0,30.0,5.0,0.0,0.0,8.0,3.0,0.0,3.0,0.0,0.0,7.0,358.0,16.0,75.0,198.0,87.0,10.0,358.0,3.0,0.0,0.0,3.0,100.0,1018.0,520.0,10.0,1.0,7.0,3.0,274.0,20.0,7.0,1.81,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
210,211,Pascal Groß,DE,MF,DF,Brighton,31,1991,59.0,38.0,23.0,27.0,9.0,25.0,55.0,45.5,30.0,32.0,10.0,22.0,13.0,72.0,21.0,1.0,1879.0,2347.0,80.1,30182.0,8776.0,988.0,1079.0,91.6,681.0,809.0,84.2,147.0,316.0,46.5,8.0,10.9,8.8,-2.9000000000000004,80.0,157.0,69.0,13.0,255.0,2004.0,333.0,87.0,9.0,20.0,224.0,140.0,60.0,60.0,2.0,10.0,50.0,2602.0,77.0,466.0,1225.0,924.0,98.0,2602.0,33.0,17.0,51.5,13.0,39.4,6723.0,3125.0,52.0,8.0,39.0,18.0,1832.0,209.0,138.0,3.83,90.0,40.0,1.0,5.0,1.0,1.0,12.0,0.33,10.0,2.0,0.0,0.0,0.0,0.0,EPL,1,2,1,3
214,215,Bruno Guimarães,BR,MF,MF,Newcastle Utd,24,1997,78.0,40.0,27.0,46.0,5.0,38.0,65.0,58.5,27.0,28.0,4.0,24.0,36.0,114.0,22.0,1.0,1387.0,1668.0,83.2,24038.0,6632.0,659.0,741.0,88.9,539.0,614.0,87.8,149.0,216.0,69.0,5.0,4.0,3.9,1.0,42.0,147.0,54.0,2.0,222.0,1617.0,42.0,34.0,25.0,20.0,22.0,3.0,0.0,0.0,0.0,9.0,29.0,2014.0,59.0,392.0,1076.0,575.0,50.0,2014.0,92.0,45.0,48.9,26.0,28.3,7248.0,2911.0,47.0,5.0,46.0,60.0,1503.0,42.0,110.0,3.63,92.0,1.0,3.0,1.0,11.0,2.0,12.0,0.4,11.0,0.0,0.0,0.0,0.0,1.0,EPL,2,2,1,3
215,216,İlkay Gündoğan,DE,MF,MF,Manchester City,31,1990,30.0,18.0,7.0,13.0,10.0,12.0,33.0,36.4,21.0,18.0,3.0,15.0,20.0,50.0,13.0,0.0,1374.0,1578.0,87.1,21396.0,4941.0,746.0,819.0,91.1,492.0,543.0,90.6,99.0,130.0,76.2,4.0,3.3,4.4,0.7000000000000002,37.0,143.0,35.0,1.0,170.0,1519.0,56.0,24.0,18.0,6.0,30.0,21.0,7.0,4.0,1.0,3.0,27.0,1806.0,31.0,243.0,975.0,596.0,88.0,1805.0,42.0,16.0,38.1,18.0,42.9,5457.0,2628.0,44.0,7.0,28.0,27.0,1425.0,124.0,90.0,3.44,71.0,7.0,2.0,4.0,4.0,2.0,17.0,0.65,13.0,1.0,0.0,1.0,2.0,0.0,EPL,1,1,1,2
225,226,Jordan Henderson,ENG,MF,MF,Liverpool,32,1990,32.0,23.0,10.0,18.0,4.0,15.0,36.0,41.7,21.0,21.0,3.0,18.0,21.0,53.0,16.0,1.0,1341.0,1615.0,83.0,22431.0,5954.0,666.0,734.0,90.7,513.0,594.0,86.4,122.0,193.0,63.2,2.0,3.2,3.6,-1.2000000000000002,31.0,158.0,47.0,12.0,189.0,1554.0,53.0,12.0,9.0,11.0,45.0,0.0,0.0,0.0,0.0,8.0,32.0,1782.0,34.0,277.0,1013.0,505.0,45.0,1782.0,23.0,12.0,52.2,8.0,34.8,4836.0,2046.0,49.0,1.0,18.0,9.0,1319.0,90.0,72.0,3.13,65.0,1.0,0.0,3.0,1.0,2.0,7.0,0.3,5.0,0.0,0.0,1.0,1.0,0.0,EPL,1,1,1,2
231,232,Joseph Hodge,IE,MF,MF,Wolves,19,2002,5.0,2.0,1.0,3.0,1.0,3.0,4.0,75.0,1.0,5.0,0.0,5.0,0.0,5.0,2.0,1.0,80.0,100.0,80.0,1236.0,389.0,47.0,51.0,92.2,24.0,27.0,88.9,5.0,8.0,62.5,0.0,0.1,0.0,-0.1,1.0,9.0,1.0,0.0,8.0,96.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,118.0,5.0,26.0,56.0,36.0,4.0,118.0,0.0,0.0,0.0,0.0,0.0,174.0,89.0,2.0,0.0,1.0,2.0,77.0,5.0,2.0,1.02,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL,1,1,2,1
234,235,Will Hughes,ENG,MF,MF,Crystal Palace,27,1995,29.0,16.0,11.0,16.0,2.0,11.0,20.0,55.0,9.0,16.0,7.0,9.0,16.0,45.0,9.0,0.0,296.0,373.0,79.4,4161.0,1158.0,176.0,201.0,87.6,98.0,121.0,81.0,12.0,25.0,48.0,1.0,0.9,0.7,0.0999999999999999,6.0,29.0,6.0,0.0,32.0,355.0,16.0,7.0,1.0,0.0,12.0,4.0,2.0,2.0,0.0,2.0,12.0,474.0,27.0,101.0,250.0,131.0,13.0,474.0,7.0,3.0,42.9,4.0,57.1,1162.0,636.0,10.0,3.0,14.0,10.0,262.0,23.0,17.0,1.82,12.0,2.0,0.0,2.0,1.0,0.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0,EPL,1,1,2,1
236,237,Pierre Højbjerg,DK,MF,MF,Tottenham,26,1995,56.0,30.0,28.0,22.0,6.0,26.0,67.0,38.8,41.0,46.0,17.0,29.0,49.0,105.0,64.0,1.0,2021.0,2292.0,88.2,36323.0,9705.0,897.0,970.0,92.5,814.0,895.0,90.9,242.0,314.0,77.1,5.0,3.1,3.2,1.9,30.0,207.0,35.0,5.0,235.0,2206.0,81.0,56.0,10.0,39.0,15.0,1.0,0.0,0.0,0.0,5.0,28.0,2633.0,122.0,670.0,1537.0,449.0,33.0,2633.0,45.0,30.0,66.7,12.0,26.7,6846.0,3215.0,41.0,8.0,39.0,35.0,1925.0,66.0,97.0,2.79,89.0,0.0,2.0,2.0,1.0,3.0,14.0,0.4,14.0,0.0,0.0,0.0,0.0,0.0,EPL,2,2,1,2
245,246,Reece James,ENG,DF,MF,Chelsea,22,1999,31.0,20.0,10.0,18.0,3.0,15.0,19.0,78.9,4.0,17.0,2.0,15.0,12.0,43.0,23.0,0.0,891.0,1051.0,84.8,14345.0,4119.0,468.0,499.0,93.8,337.0,395.0,85.3,67.0,109.0,61.5,1.0,3.0,2.9,-2.0,21.0,60.0,24.0,6.0,90.0,896.0,151.0,26.0,0.0,5.0,91.0,21.0,12.0,6.0,0.0,4.0,16.0,1187.0,39.0,256.0,543.0,395.0,25.0,1187.0,40.0,22.0,55.0,10.0,25.0,3722.0,2018.0,26.0,9.0,13.0,14.0,813.0,115.0,47.0,3.4,36.0,5.0,3.0,2.0,1.0,0.0,3.0,0.22,2.0,0.0,0.0,0.0,1.0,0.0,EPL,1,1,1,2
246,247,Vitaly Janelt,DE,MF,DF,Brentford,24,1998,54.0,27.0,20.0,24.0,10.0,21.0,49.0,42.9,28.0,29.0,9.0,20.0,29.0,83.0,26.0,0.0,812.0,1020.0,79.6,14153.0,3892.0,411.0,466.0,88.2,298.0,360.0,82.8,90.0,139.0,64.7,1.0,1.4,1.5,-0.3999999999999999,16.0,75.0,19.0,8.0,82.0,986.0,29.0,12.0,3.0,17.0,22.0,1.0,1.0,0.0,0.0,5.0,21.0,1244.0,66.0,335.0,675.0,242.0,36.0,1244.0,24.0,9.0,37.5,14.0,58.3,2804.0,1246.0,18.0,2.0,18.0,11.0,737.0,28.0,47.0,1.91,39.0,1.0,2.0,3.0,0.0,2.0,4.0,0.16,4.0,0.0,0.0,0.0,0.0,0.0,EPL,1,2,1,2
248,249,Mathias Jensen,DK,MF,MF,Brentford,26,1996,70.0,35.0,28.0,30.0,12.0,34.0,97.0,35.1,63.0,54.0,5.0,49.0,32.0,102.0,24.0,1.0,1088.0,1566.0,69.5,21665.0,8457.0,471.0,559.0,84.3,398.0,555.0,71.7,191.0,372.0,51.3,6.0,5.0,4.7,1.0,48.0,117.0,38.0,16.0,141.0,1158.0,401.0,84.0,5.0,28.0,158.0,76.0,37.0,18.0,7.0,7.0,25.0,1890.0,43.0,368.0,868.0,669.0,29.0,1890.0,61.0,24.0,39.3,28.0,45.9,3499.0,1380.0,24.0,1.0,54.0,32.0,1011.0,77.0,103.0,3.31,48.0,47.0,1.0,3.0,3.0,1.0,13.0,0.42,7.0,4.0,0.0,1.0,0.0,1.0,EPL,2,2,1,2
255,256,Curtis Jones,ENG,MF,MF,Liverpool,21,2001,34.0,17.0,8.0,12.0,14.0,18.0,31.0,58.1,13.0,12.0,2.0,10.0,3.0,37.0,9.0,0.0,611.0,677.0,90.3,9160.0,1895.0,334.0,355.0,94.1,233.0,250.0,93.2,25.0,32.0,78.1,1.0,1.1,1.4,-0.1,14.0,53.0,14.0,1.0,69.0,664.0,12.0,2.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,7.0,821.0,14.0,105.0,417.0,304.0,40.0,821.0,30.0,11.0,36.7,13.0,43.3,2645.0,1011.0,15.0,11.0,22.0,29.0,627.0,75.0,38.0,3.3,31.0,0.0,4.0,1.0,1.0,1.0,4.0,0.35,3.0,0.0,1.0,0.0,0.0,0.0,EPL,1,1,2,2
256,257,Jorginho,IT,MF,MF,Arsenal,30,1991,18.0,13.0,6.0,10.0,2.0,5.0,24.0,20.8,19.0,7.0,2.0,5.0,9.0,27.0,8.0,0.0,641.0,736.0,87.1,10809.0,3031.0,279.0,311.0,89.7,305.0,334.0,91.3,41.0,61.0,67.2,1.0,0.2,0.6,0.8,5.0,84.0,12.0,0.0,99.0,718.0,16.0,16.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,807.0,27.0,159.0,476.0,175.0,8.0,807.0,10.0,3.0,30.0,5.0,50.0,2399.0,1252.0,12.0,0.0,8.0,8.0,629.0,8.0,21.0,2.21,19.0,0.0,0.0,0.0,0.0,2.0,5.0,0.53,4.0,0.0,0.0,0.0,0.0,1.0,EPL,1,1,2,1
